ticker,instrument_type,target_weight
DBC,etf,0.16666666666666666
GLD,etf,0.16666666666666666
SHY,etf,0.16666666666666666
SPLV,etf,0.16666666666666666
SPY,etf,0.16666666666666666
TLT,etf,0.16666666666666666
